designation,parallax,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 68183331674900864,7.743583699122783,0.5942,0.5802,0.6164,Gaia DR3 68183331674900864,55.10681451622317,24.09987966023466,7.7436,21.3228,-47.1575,0.0,2016.0,0.0
Gaia DR3 68185221460637824,7.313755069457189,0.6428,0.6296,0.6575,Gaia DR3 68185221460637824,55.193032686945266,24.15698842702024,7.3138,21.1518,-45.7169,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68186114813689344,7.2492674091900104,0.7288,0.7155,0.743,Gaia DR3 68186114813689344,55.251691989287046,24.22626696033306,7.2493,20.6681,-44.9212,0.0,2016.0,1.343748952795691E-14
Gaia DR3 68192093408157568,7.084015627498157,0.6533,0.6299,0.6763,Gaia DR3 68192093408157568,54.379519768679884,23.768517685003715,7.084,20.3926,-42.6437,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68195598101454336,7.510715182625756,0.5301,0.522,0.5387,Gaia DR3 68195598101454336,54.51024535830732,23.909656490716014,7.5107,21.5541,-44.7091,0.0,2016.0,6.4956798032979765E-15
Gaia DR3 68225834671270528,7.219133800544574,0.6207,0.6131,0.6266,Gaia DR3 68225834671270528,54.8978538427337,24.11823606927856,7.2191,22.6809,-45.692,27.6116,2016.0,7.394524057380192E-15
Gaia DR3 68232191222851456,7.3311977139771844,0.6836,0.6689,0.6994,Gaia DR3 68232191222851456,55.02968901109932,24.21745010720196,7.3312,21.0045,-46.7242,0.0,2016.0,0.0
Gaia DR3 68232603539842944,7.800367963978908,0.7897,0.747,0.8632,Gaia DR3 68232603539842944,54.98011655879406,24.21489595030865,7.8004,21.6171,-47.1198,0.0,2016.0,1.296049151978674E-14
Gaia DR3 68233531252642432,7.448122361236067,0.5842,0.5722,0.5959,Gaia DR3 68233531252642432,55.112406328123726,24.237139167005697,7.4481,20.5051,-45.8067,0.0,2016.0,6.479113865186717E-15
Gaia DR3 68236795427794816,7.182498896457282,0.7118,0.7012,0.7257,Gaia DR3 68236795427794816,54.88473033037803,24.266864029139793,7.1825,19.7736,-45.5496,0.0,2016.0,0.0
Gaia DR3 68250264445159936,7.0063925828546205,0.1481,0.136,0.1562,Gaia DR3 68250264445159936,54.788131417357974,24.367623103320557,7.0064,18.9246,-40.788,5.9624,2016.0,3.552713678800501E-15
Gaia DR3 68254245878512384,7.118104224750291,0.0971,0.0868,0.1081,Gaia DR3 68254245878512384,54.80623332660652,24.46632471871234,7.1181,19.8111,-44.5151,5.213,2016.0,6.4673944235908005E-15
Gaia DR3 68254765570883712,7.343794226671882,0.8082,0.7893,0.827,Gaia DR3 68254765570883712,54.69069200480823,24.46757118115734,7.3438,20.4866,-46.142,0.0,2016.0,0.0
Gaia DR3 68261053403709312,7.320116788280949,0.4734,0.4597,0.4882,Gaia DR3 68261053403709312,55.57465383102236,24.115879200282908,7.3201,20.9882,-45.1958,0.0,2016.0,0.0
Gaia DR3 68261946756899456,7.486610378982209,0.7326,0.6965,0.8049,Gaia DR3 68261946756899456,55.641609320434284,24.183383816297255,7.4866,21.3229,-43.9431,0.0,2016.0,7.39162522481653E-15
Gaia DR3 68262973252098304,7.2730943367033065,0.7468,0.7268,0.7704,Gaia DR3 68262973252098304,55.47065675738656,24.12341385042586,7.2731,19.9921,-46.0774,0.0,2016.0,0.0
Gaia DR3 68263145050803840,7.054724665871137,0.4434,0.4078,0.4767,Gaia DR3 68263145050803840,55.501624542599785,24.170060282479188,7.0547,21.1369,-45.9053,0.0,2016.0,7.392218642685474E-15
Gaia DR3 68265279651517056,7.57228714125954,0.598,0.5866,0.6149,Gaia DR3 68265279651517056,55.6096175581733,24.23535016563705,7.5723,19.8687,-46.0952,0.0,2016.0,0.0
Gaia DR3 68265588889169664,7.373741972330631,0.5795,0.5744,0.5847,Gaia DR3 68265588889169664,55.512030567887706,24.20989889241827,7.3737,20.323,-45.8645,0.0,2016.0,7.105427357601002E-15
Gaia DR3 68268165869533568,7.53592059810258,0.6619,0.6464,0.6791,Gaia DR3 68268165869533568,55.73575580016508,24.22917036681453,7.5359,19.9015,-46.9914,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68268303308484224,7.468803484431587,0.755,0.7395,0.7682,Gaia DR3 68268303308484224,55.75532685027967,24.24773108224273,7.4688,19.2817,-45.7533,0.0,2016.0,1.2957149058419664E-14
Gaia DR3 68279225408437888,7.161844786532234,0.2375,0.1644,0.3843,Gaia DR3 68279225408437888,55.46464413369849,24.32411786029426,7.1618,19.821,-43.5781,0.0,2016.0,1.4770678352806716E-14
Gaia DR3 68282837477714816,7.2460414350558295,0.7103,0.6957,0.7268,Gaia DR3 68282837477714816,55.4117869503773,24.385746127461942,7.246,20.6694,-44.6995,0.0,2016.0,6.4715266284140735E-15
Gaia DR3 68283421593270400,7.416619725713781,0.8044,0.7812,0.8203,Gaia DR3 68283421593270400,55.34359888208739,24.397548525073397,7.4166,20.1246,-45.7465,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68284104491279872,7.2306568674940594,0.851,0.8128,0.8814,Gaia DR3 68284104491279872,55.556263419518594,24.31367196396033,7.2307,18.7142,-45.2866,0.0,2016.0,0.0
Gaia DR3 68291977168100480,7.219944321360041,0.579,0.572,0.5866,Gaia DR3 68291977168100480,55.513837871122,24.536880391599198,7.2199,19.1598,-44.291,6.904,2016.0,0.0
Gaia DR3 68294554148575232,7.396111724020851,0.4073,0.4022,0.4116,Gaia DR3 68294554148575232,55.90390788823755,24.39378107217672,7.3961,19.5513,-44.4929,2.5947,2016.0,6.47111515741801E-15
Gaia DR3 68295481861500928,7.600980175545772,0.3656,0.3525,0.3759,Gaia DR3 68295481861500928,55.98213353783259,24.426204297170187,7.601,21.3859,-47.7359,31.8523,2016.0,0.0
Gaia DR3 68296650092601088,7.324938514001506,0.5554,0.5483,0.5661,Gaia DR3 68296650092601088,55.93219893605274,24.487532595140085,7.3249,19.1128,-46.178,-10.7652,2016.0,7.377999134941682E-15
Gaia DR3 68296890611072384,7.386998687843288,0.2543,0.2506,0.2653,Gaia DR3 68296890611072384,56.01485828940102,24.50404176791731,7.387,22.0726,-45.8719,4.4041,2016.0,0.0
Gaia DR3 68298093201624960,7.584572766317957,0.6585,0.6439,0.6773,Gaia DR3 68298093201624960,55.83579617937771,24.442916087967557,7.5846,21.3376,-45.4538,0.0,2016.0,1.2937192351818818E-14
Gaia DR3 68303487680516224,7.465685925621427,0.1549,0.1425,0.1679,Gaia DR3 68303487680516224,56.109579035829455,24.58950062402356,7.4657,19.6558,-46.0476,3.0462,2016.0,0.0
Gaia DR3 68303659479211776,7.234274294425554,0.6703,0.6599,0.682,Gaia DR3 68303659479211776,56.04008371332776,24.589372669344755,7.2343,20.8939,-44.3143,0.0,2016.0,0.0
Gaia DR3 68303728198686080,7.293191575999419,0.6846,0.6758,0.6951,Gaia DR3 68303728198686080,56.079500230471574,24.5882578307589,7.2932,19.3763,-45.979,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68306099020642432,7.412449484379191,,,,Gaia DR3 68306099020642432,56.00122131401905,24.556792926212825,7.4124,20.5346,-46.1898,3.8757,2016.0,9.604899995272067E-15
Gaia DR3 68310359628169472,7.409644234463458,0.6432,0.6318,0.6553,Gaia DR3 68310359628169472,56.09137691950323,24.768206717219375,7.4096,21.2377,-46.6511,5.5068,2016.0,9.59754228435714E-15
Gaia DR3 68310561489710336,7.270583160634106,0.0546,0.0473,0.0621,Gaia DR3 68310561489710336,55.729745748660456,24.492868817275667,7.2706,21.2096,-45.1172,4.4693,2016.0,0.0
Gaia DR3 68314414077327744,7.217567238529469,0.6295,0.6119,0.6376,Gaia DR3 68314414077327744,55.80453808024451,24.655242876769755,7.2176,20.5512,-43.9546,36.8099,2016.0,1.2915312495883102E-14
Gaia DR3 68317609532996480,7.42177512010508,0.1484,0.141,0.156,Gaia DR3 68317609532996480,55.76236248275604,24.6695581256056,7.4218,19.4486,-46.252,5.3259,2016.0,0.0
Gaia DR3 68319529381881344,7.578873356565054,0.547,0.5247,0.5724,Gaia DR3 68319529381881344,55.874637647335454,24.656396620900924,7.5789,20.7773,-48.2466,0.0,2016.0,6.45759656002697E-15
Gaia DR3 68322145018429952,7.33309960496548,0.2042,0.18,0.2187,Gaia DR3 68322145018429952,56.05809868574246,24.779195241070113,7.3331,20.6413,-45.2356,5.802,2016.0,3.552713678800501E-15
Gaia DR3 68322454256073344,7.343438733418157,0.6295,0.6042,0.6487,Gaia DR3 68322454256073344,56.04572406548333,24.812595170028413,7.3434,19.0866,-44.3984,0.0,2016.0,0.0
Gaia DR3 68323485048225152,7.374984049012138,0.0921,0.0848,0.0982,Gaia DR3 68323485048225152,55.96738194580432,24.841417159243488,7.375,21.078,-44.2578,0.1988,2016.0,7.361953557230464E-15
Gaia DR3 68327402058399232,7.397119658177524,0.6203,0.6124,0.628,Gaia DR3 68327402058399232,55.86760937923613,24.891795944870776,7.3971,20.9331,-45.6344,0.0,2016.0,6.445363653808404E-15
Gaia DR3 68334617603435648,7.032958583674125,0.6324,0.6172,0.6459,Gaia DR3 68334617603435648,55.108750574368074,24.536815987967344,7.033,19.9716,-43.8251,0.0,2016.0,1.3406827157680885E-14
Gaia DR3 68348155340347776,7.297294496883986,0.5736,0.5679,0.5802,Gaia DR3 68348155340347776,55.10089179724542,24.584305576488273,7.2973,20.8155,-44.237,0.0,2016.0,7.373631721917627E-15
Gaia DR3 68354374452892160,7.553124059345441,0.6117,0.6018,0.6211,Gaia DR3 68354374452892160,55.00785428462175,24.77371460602442,7.5531,21.6317,-46.3792,0.0,2016.0,9.597349898134813E-15
Gaia DR3 68356367317952128,7.6624858858062375,,,,Gaia DR3 68356367317952128,55.16567231201828,24.735582879413812,7.6625,20.5221,-46.5878,0.0,2016.0,6.453493674332229E-15
Gaia DR3 68356367317952256,7.546891212349643,0.5453,0.5353,0.5526,Gaia DR3 68356367317952256,55.166905206554425,24.73568048752452,7.5469,21.0542,-47.1896,0.0,2016.0,0.0
Gaia DR3 68363411064150272,7.367549758589729,0.2048,0.1972,0.2109,Gaia DR3 68363411064150272,55.58985581891144,24.664471459088475,7.3675,20.3827,-45.169,7.1465,2016.0,6.457178742246436E-15
Gaia DR3 68364643718417280,6.991136939740228,0.797,0.7781,0.8172,Gaia DR3 68364643718417280,55.498669386033484,24.704939212730547,6.9911,18.1858,-41.1771,0.0,2016.0,6.455082880312901E-15
Gaia DR3 68367190635351936,7.376373066555206,0.6718,0.6541,0.6912,Gaia DR3 68367190635351936,55.63011375428247,24.822480219877267,7.3764,20.1419,-45.8091,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68378563708730624,7.45337654581492,0.5056,0.4927,0.5124,Gaia DR3 68378563708730624,55.61946862852414,25.016595598106125,7.4534,20.5242,-46.808,0.0,2016.0,9.588831130304362E-15
Gaia DR3 68381793524163968,7.4843194075496635,0.672,0.6508,0.6926,Gaia DR3 68381793524163968,55.41607227662017,24.874865531724303,7.4843,21.2562,-46.414,0.0,2016.0,6.446247103576897E-15
Gaia DR3 68385057699293056,7.513350192405816,,,,Gaia DR3 68385057699293056,55.44626583439135,25.005925970991548,7.5134,21.9405,-45.3068,0.0,2016.0,0.0
Gaia DR3 68390417818463872,7.132319559813701,0.2036,0.1883,0.2209,Gaia DR3 68390417818463872,55.61508149875522,25.046828247599056,7.1323,19.3712,-43.2668,6.5824,2016.0,9.587765959323085E-15
Gaia DR3 68390830135333504,7.25899117883176,0.651,0.6399,0.6617,Gaia DR3 68390830135333504,55.50015912504816,25.029602171661214,7.259,19.9321,-45.0376,0.0,2016.0,7.105427357601002E-15
Gaia DR3 68395399980532864,7.290173911930219,0.6364,0.6271,0.6476,Gaia DR3 68395399980532864,55.3905828925233,25.113310467653303,7.2902,19.9627,-44.1705,0.0,2016.0,0.0
Gaia DR3 68395606138958592,7.523789987380409,0.5943,0.5795,0.6084,Gaia DR3 68395606138958592,55.405307633174154,25.14226701996682,7.5238,20.6331,-46.289,0.0,2016.0,1.2864456114234974E-14
Gaia DR3 68398732874994944,7.033976866053791,0.2444,0.2385,0.2513,Gaia DR3 68398732874994944,54.12635880697465,24.011984796048488,7.034,19.7561,-43.1675,5.3603,2016.0,7.399236794936772E-15
Gaia DR3 68433814167849728,7.208137384695206,0.6839,0.6747,0.6929,Gaia DR3 68433814167849728,54.50858925830159,24.33739433338546,7.2081,20.7024,-43.6857,0.0,2016.0,7.3847444821742E-15
Gaia DR3 68444878003882240,7.1600478835138714,0.0774,0.0743,0.0819,Gaia DR3 68444878003882240,54.73703549837035,24.56961635010271,7.16,20.1614,-43.4637,5.2395,2016.0,3.552713678800501E-15
Gaia DR3 68448142178730752,7.334908451148601,0.6535,0.6281,0.6693,Gaia DR3 68448142178730752,54.554413332299504,24.637856403038533,7.3349,21.0914,-45.7118,0.0,2016.0,6.4585554044546516E-15
Gaia DR3 68449757086421760,7.859327811537192,0.5078,0.4796,0.5336,Gaia DR3 68449757086421760,54.72576070048866,24.704218228358506,7.8593,21.8239,-46.9664,0.0,2016.0,7.368198688395872E-15
Gaia DR3 68452265347345664,7.6843995450564755,0.6518,0.6424,0.6613,Gaia DR3 68452265347345664,54.36004148465337,24.566847608055824,7.6844,21.8672,-47.3856,0.0,2016.0,0.0
Gaia DR3 68458514523905408,7.192328275553237,0.5939,0.5724,0.619,Gaia DR3 68458514523905408,54.392500153283585,24.704074258298697,7.1923,20.0788,-44.2223,0.0,2016.0,0.0
Gaia DR3 68468203969427200,7.0344918820298545,0.7135,0.6931,0.7326,Gaia DR3 68468203969427200,54.4480325877061,24.89598496190662,7.0345,19.9845,-43.8511,0.0,2016.0,6.445144978898101E-15
Gaia DR3 68475904847290240,7.172670900160543,0.64,0.6214,0.663,Gaia DR3 68475904847290240,53.79354808310714,24.531663645306,7.1727,20.7062,-42.988,0.0,2016.0,7.376009386055552E-15
Gaia DR3 68505110624876032,7.573477587320924,0.6263,0.6142,0.6398,Gaia DR3 68505110624876032,54.114113047525905,24.687959548352808,7.5735,21.9444,-46.7275,0.0,2016.0,0.0
Gaia DR3 68506347575444096,7.3915386050814895,0.4988,0.4939,0.5055,Gaia DR3 68506347575444096,54.264567775408686,24.743022931744804,7.3915,20.0647,-45.3984,151.9256,2016.0,3.552713678800501E-15
Gaia DR3 68513356962056704,7.6497537347849605,0.652,0.6349,0.67,Gaia DR3 68513356962056704,54.377946007264235,24.84832840205574,7.6498,22.3517,-46.4083,0.0,2016.0,1.4723276302472795E-14
Gaia DR3 68514559552895488,7.1542297466143525,0.6582,0.6397,0.6714,Gaia DR3 68514559552895488,54.34278163126909,24.90432863222203,7.1542,20.0119,-43.7509,0.0,2016.0,0.0
Gaia DR3 68530124514310912,7.2668215879594475,0.5375,0.5295,0.5445,Gaia DR3 68530124514310912,53.9570648191768,25.07989856329464,7.2668,21.319,-43.7125,0.0,2016.0,0.0
Gaia DR3 68540535515653504,7.702833922832106,0.0642,0.0553,0.0706,Gaia DR3 68540535515653504,54.77812109736227,24.702658564560203,7.7028,21.6886,-47.2598,-0.8172,2016.0,7.368269505312784E-15
Gaia DR3 68559738312482048,7.305524477865957,0.8569,0.8449,0.8715,Gaia DR3 68559738312482048,54.819826907433885,24.96055005254026,7.3055,20.2281,-42.6947,0.0,2016.0,7.356505811930501E-15
Gaia DR3 68581694185489920,7.306643159453647,0.492,0.4665,0.5222,Gaia DR3 68581694185489920,55.24698532160135,25.198561920518507,7.3066,21.1246,-45.9701,0.0,2016.0,6.429258824240323E-15
Gaia DR3 68591456647799552,7.107390645724756,0.6347,0.6171,0.6585,Gaia DR3 68591456647799552,55.35292270473847,25.38482971529277,7.1074,19.4466,-43.1681,0.0,2016.0,7.336916448031338E-15
Gaia DR3 68593346433465856,6.995498709634505,0.0316,0.0263,0.0371,Gaia DR3 68593346433465856,54.96326524435254,25.194661602170083,6.9955,19.7525,-43.0726,11.9767,2016.0,0.0
Gaia DR3 68595751615127296,7.429406078180151,0.573,0.5673,0.5788,Gaia DR3 68595751615127296,55.06220014487003,25.321731267946834,7.4294,21.0933,-46.227,1.5129,2016.0,7.339848272872683E-15
Gaia DR3 68600321460320768,7.544997506047376,0.6626,0.6395,0.6812,Gaia DR3 68600321460320768,55.0460741774819,25.39058935918636,7.545,20.3917,-45.9112,0.0,2016.0,7.336648508781795E-15
Gaia DR3 68605058807852928,7.038790280080035,0.9059,0.8178,0.9342,Gaia DR3 68605058807852928,55.26734730073163,25.50698102635492,7.0388,19.9623,-45.8117,0.0,2016.0,9.571423403413447E-15
Gaia DR3 68606918530067072,7.435514579666062,0.6509,0.634,0.6677,Gaia DR3 68606918530067072,55.135840976768414,25.47778442647646,7.4355,20.1652,-46.1743,0.0,2016.0,6.414439757503025E-15
Gaia DR3 68620868583787904,7.776719175190282,0.443,0.4304,0.4503,Gaia DR3 68620868583787904,54.72052587343976,25.23624701095785,7.7767,22.1066,-47.3341,5.2198,2016.0,0.0
Gaia DR3 68624613795266432,7.1401376918502075,0.8218,0.8079,0.8381,Gaia DR3 68624613795266432,54.60099903259686,25.330201254399686,7.1401,19.2585,-44.0869,0.0,2016.0,6.422291384229362E-15
Gaia DR3 68660554081641472,7.346215279595457,0.7304,0.7159,0.7448,Gaia DR3 68660554081641472,55.0249543783144,25.672340069931327,7.3462,20.9905,-45.5817,0.0,2016.0,0.0
Gaia DR3 68828225308044288,7.643891289964083,0.5756,0.5582,0.5931,Gaia DR3 68828225308044288,52.79708332251262,24.23216315320277,7.6439,22.4406,-45.8687,0.0,2016.0,7.389450138312056E-15
Gaia DR3 69250235911393408,7.156091026598196,0.1579,0.1485,0.1687,Gaia DR3 69250235911393408,53.50763487451828,24.88070575164937,7.1561,21.2989,-44.6559,3.7837,2016.0,6.4459424173102615E-15
Gaia DR3 69294010218010240,7.585001426477031,0.5965,0.5841,0.608,Gaia DR3 69294010218010240,54.02223934604324,25.35081711484489,7.585,21.2887,-46.6104,0.0,2016.0,0.0
Gaia DR3 69294319455655808,7.3592640392044775,0.5171,0.5077,0.5339,Gaia DR3 69294319455655808,53.9836347817358,25.366356644857383,7.3593,22.3377,-45.5274,0.0,2016.0,6.420371806752315E-15
Gaia DR3 69335619861034752,7.616690674351754,0.0509,0.0463,0.0561,Gaia DR3 69335619861034752,52.816577633142344,25.25525753177216,7.6167,22.6247,-46.7573,1.8492,2016.0,0.0
Gaia DR3 69351219182301184,7.308317598967427,0.6933,0.6731,0.72,Gaia DR3 69351219182301184,53.55617770252821,25.423579863502788,7.3083,20.9717,-45.5586,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69400010010608768,7.520010336377549,0.4806,0.4736,0.4902,Gaia DR3 69400010010608768,54.35069069014938,25.72212307884839,7.52,21.7607,-46.7333,-13.7724,2016.0,3.552713678800501E-15
Gaia DR3 69409424578948608,7.363656223642926,0.6161,0.6092,0.6228,Gaia DR3 69409424578948608,53.959615743325756,25.705589938566387,7.3637,21.8149,-46.0143,0.0,2016.0,0.0
Gaia DR3 69486733990130048,7.280874528818413,0.8151,0.7873,0.8345,Gaia DR3 69486733990130048,53.67316799130213,26.157434577086487,7.2809,21.2922,-44.5434,0.0,2016.0,6.377732970941683E-15
Gaia DR3 69502298951642496,7.720616536554244,0.6293,0.6149,0.6445,Gaia DR3 69502298951642496,54.4071422812499,26.350991947084918,7.7206,22.0137,-48.3403,0.0,2016.0,0.0
Gaia DR3 69575313395795584,7.449186455944259,0.2442,0.2362,0.2517,Gaia DR3 69575313395795584,53.251652541764635,25.995840734677515,7.4492,21.2702,-45.8567,3.9493,2016.0,9.553795863380475E-15
Gaia DR3 69583177479805824,7.426157148549523,,,,Gaia DR3 69583177479805824,52.83633248313048,25.959207347726046,7.4262,23.2288,-48.1037,0.0,2016.0,7.105427357601002E-15
Gaia DR3 69583456653826048,7.344328851874564,0.5158,0.5074,0.5213,Gaia DR3 69583456653826048,52.81107055987313,25.98089799555247,7.3443,21.7518,-44.7402,1.8095,2016.0,3.552713678800501E-15
Gaia DR3 69585140280997760,7.216216413017743,0.2118,0.1989,0.2383,Gaia DR3 69585140280997760,52.824851336654994,26.028612640209293,7.2162,21.0664,-43.6822,3.2876,2016.0,3.552713678800501E-15
Gaia DR3 69704643451409792,7.378745244155373,0.6117,0.5932,0.6336,Gaia DR3 69704643451409792,53.69813615825178,26.37028051116934,7.3787,20.7589,-45.3107,0.0,2016.0,7.290295053453577E-15
Gaia DR3 69806039039416832,7.5284014269211195,0.6398,0.6231,0.6599,Gaia DR3 69806039039416832,56.27740714247925,24.678409040272616,7.5284,20.2441,-44.8075,0.0,2016.0,1.3392726988310457E-14
Gaia DR3 69807963184755840,7.4811645664167425,0.5798,0.5694,0.5912,Gaia DR3 69807963184755840,56.25481939508828,24.777907828400753,7.4812,20.6999,-46.8719,0.0,2016.0,0.0
Gaia DR3 69811364798863744,7.383367795347211,0.6068,0.5999,0.6149,Gaia DR3 69811364798863744,56.103485703428014,24.768212832129016,7.3834,20.0097,-45.865,-1.5533,2016.0,6.4517994285622944E-15
Gaia DR3 69811639676769536,7.509212453253538,0.1742,0.1689,0.1949,Gaia DR3 69811639676769536,56.08380493090035,24.7959610969443,7.5092,19.8986,-46.5676,4.3028,2016.0,3.552713678800501E-15
Gaia DR3 69811948914407168,7.489501972504944,0.0687,0.0645,0.0724,Gaia DR3 69811948914407168,56.169922338576605,24.818333957946873,7.4895,20.2387,-45.4458,4.2536,2016.0,6.449192912728868E-15
Gaia DR3 69812945346809600,7.222157170572348,0.0815,0.0795,0.0839,Gaia DR3 69812945346809600,56.29068291043696,24.839057004118633,7.2222,20.2181,-46.124,12.9052,2016.0,3.552713678800501E-15
Gaia DR3 69814388455816960,7.4733806175867645,0.1785,0.1732,0.1835,Gaia DR3 69814388455816960,56.20917356922093,24.91091026357742,7.4734,20.0854,-48.0234,3.8005,2016.0,6.44436556881535E-15
Gaia DR3 69819027020489088,7.384165584979173,0.0176,0.0095,0.0277,Gaia DR3 69819027020489088,56.350629556134706,24.88577921413498,7.3842,20.5434,-45.5697,6.4537,2016.0,0.0
Gaia DR3 69824730737081600,7.304577520790359,0.8103,0.7837,0.8368,Gaia DR3 69824730737081600,56.04708125749789,24.876052864566486,7.3046,21.3106,-44.4841,0.0,2016.0,0.0
Gaia DR3 69829541100441600,7.489878731778486,0.496,0.4903,0.5033,Gaia DR3 69829541100441600,55.98635194866267,24.993324257800918,7.4899,21.269,-45.1245,-0.6139,2016.0,3.552713678800501E-15
Gaia DR3 69834282744302208,7.392752847218599,0.6606,0.6456,0.678,Gaia DR3 69834282744302208,56.262098904649356,25.088651762657655,7.3928,20.6871,-45.7876,0.0,2016.0,6.4350501810930404E-15
Gaia DR3 69834759483788928,7.505058121310262,0.6276,0.6177,0.636,Gaia DR3 69834759483788928,56.306465913388266,25.08756084913728,7.5051,20.5855,-46.2453,0.0,2016.0,0.0
Gaia DR3 69834866859848192,7.4380772139423605,0.4267,0.4209,0.4326,Gaia DR3 69834866859848192,56.325703284283655,25.099341098152607,7.4381,20.8635,-46.2941,4.7321,2016.0,3.552713678800501E-15
Gaia DR3 69837134602589952,7.1556032681894095,0.8209,0.8077,0.8341,Gaia DR3 69837134602589952,56.21473010374197,25.08777464661099,7.1556,19.5508,-45.8581,0.0,2016.0,1.3351540442243435E-14
Gaia DR3 69838131035001856,7.662160127462412,0.6789,0.6572,0.6992,Gaia DR3 69838131035001856,56.13412411806881,25.13659429380858,7.6622,21.4634,-48.0733,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69838302833692160,7.6355811604397665,0.2458,0.2393,0.2515,Gaia DR3 69838302833692160,56.15605465286112,25.137584496242773,7.6356,22.0774,-46.6715,5.7814,2016.0,0.0
Gaia DR3 69840879814047872,7.428143353032573,0.2034,0.1846,0.2166,Gaia DR3 69840879814047872,56.26681313037545,25.257646866907518,7.4281,18.6476,-45.4083,5.076,2016.0,0.0
Gaia DR3 69847610026687104,7.435385667487052,0.0785,0.071,0.0842,Gaia DR3 69847610026687104,56.614070394987166,25.13533113169354,7.4354,20.8663,-45.54,5.8137,2016.0,7.348471477210451E-15
Gaia DR3 69854348831573504,7.177210726519302,0.5028,0.4973,0.5107,Gaia DR3 69854348831573504,56.725205994094026,25.24564655686341,7.1772,19.38,-43.6624,-6.7674,2016.0,3.552713678800501E-15
Gaia DR3 69857235049588736,7.473088690859399,0.3126,0.3015,0.3259,Gaia DR3 69857235049588736,56.811777082442,25.371626043110563,7.4731,19.5616,-45.9378,6.2332,2016.0,0.0
Gaia DR3 69859124835119360,7.368127350969552,0.6628,0.653,0.6737,Gaia DR3 69859124835119360,56.46653993674255,25.16698929532755,7.3681,18.7825,-45.4991,0.0,2016.0,0.0
Gaia DR3 69860293066219136,7.282245692610075,0.5301,0.5252,0.5359,Gaia DR3 69860293066219136,56.412758094613054,25.224208945373555,7.2822,19.8324,-45.0777,-0.2825,2016.0,1.2855808065592933E-14
Gaia DR3 69871219462957952,7.422793427745172,0.5999,0.5917,0.6075,Gaia DR3 69871219462957952,56.69080914397628,25.45824837858355,7.4228,20.6489,-46.5116,198.1301,2016.0,7.333496980576874E-15
Gaia DR3 69872044096705664,7.412431557949202,,,,Gaia DR3 69872044096705664,56.496515250865976,25.39839015777669,7.4124,20.3189,-45.4132,0.717,2016.0,6.418668933729326E-15
Gaia DR3 69873418486230272,7.318591468953866,0.5259,0.5133,0.5599,Gaia DR3 69873418486230272,56.516010356725836,25.452796196778696,7.3186,22.5719,-44.9602,4.7805,2016.0,3.552713678800501E-15
Gaia DR3 69876712724339456,7.435405583801451,0.3498,0.272,0.4197,Gaia DR3 69876712724339456,55.951482385995824,25.004185022844748,7.4354,19.8597,-45.6027,9.2933,2016.0,0.0
Gaia DR3 69877163697813248,7.4822151427087125,0.5052,0.4982,0.5113,Gaia DR3 69877163697813248,55.94994861466845,25.05300565392932,7.4822,20.9773,-46.0518,8.1429,2016.0,0.0
Gaia DR3 69878503727603072,7.472112695373374,0.4583,0.4479,0.4716,Gaia DR3 69878503727603072,56.009591673177034,25.064755191892758,7.4721,20.5258,-44.5022,-35.6033,2016.0,3.552713678800501E-15
Gaia DR3 69889876800977408,7.4793004006386585,0.3635,0.3519,0.3741,Gaia DR3 69889876800977408,55.98631467387493,25.26208174501833,7.4793,19.9925,-45.7837,0.0,2016.0,7.342613907156121E-15
Gaia DR3 69894962042148096,7.529091809216199,0.6728,0.6329,0.6913,Gaia DR3 69894962042148096,55.67556599462249,25.19670128433248,7.5291,20.8047,-47.2054,0.0,2016.0,0.0
Gaia DR3 69898294936767488,7.335305240582374,0.7765,0.7565,0.7991,Gaia DR3 69898294936767488,55.654025634157705,25.23250873853018,7.3353,19.8382,-44.4842,0.0,2016.0,3.552713678800501E-15
Gaia DR3 69898810332838400,6.993866596372297,,,,Gaia DR3 69898810332838400,55.678567723369966,25.280897389489994,6.9939,19.5644,-43.2285,6.6242,2016.0,0.0
Gaia DR3 69904101732529408,7.173660816351542,0.4012,0.2981,0.4782,Gaia DR3 69904101732529408,55.86311858120914,25.387387734138116,7.1737,20.2391,-44.0036,3.3624,2016.0,6.4192540390140694E-15
Gaia DR3 69904410970171392,7.638439452106811,0.5209,0.5102,0.536,Gaia DR3 69904410970171392,55.90555622605946,25.40878618559989,7.6384,21.2985,-47.2829,0.0,2016.0,1.3318806973461672E-14
Gaia DR3 69904617128601984,7.602327314027255,0.5366,0.5305,0.5424,Gaia DR3 69904617128601984,55.89680277271759,25.408460504484726,7.6023,20.1982,-47.3681,9.4969,2016.0,1.3318840376937335E-14
