rank,name,status,pollution_score,source_score,source_count,contaminated_pixels,coverage_fraction,weighted_coverage_fraction,residual_sigma,aperture_radius_pixels,center_radius_pixels,rejected_large_segments,image_path,error
173,NGC4314,ok,14.297902007666933,14.262356912684433,81,2154,0.021928127863178257,0.001421803799299936,0.01195030453768008,178.0453886170892,20.771962005327072,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4314.phot.1.fits,
174,NGC3953,ok,14.44209420728121,14.402971069057973,262,7843,0.07068121806367889,0.0015649255289295117,0.00881933284212404,188.14996044201467,8.612067182165168,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3953.phot.1.fits,
175,NGC5236,ok,14.489133305580058,14.458413881724814,2636,56055,0.038745999599095894,0.0012287769542097566,0.016634404373204043,680.7223412329747,53.62000071207682,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC5236.phot.1.fits,
176,NGC1808,ok,14.60133471232624,14.543376199921337,418,9189,0.028146882064288472,0.002318340496196132,0.008790586973407852,335.4904988717229,39.140558201701005,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1808.phot.1.fits,
177,NGC4293,ok,14.762832700638121,14.722701386099352,96,3185,0.028016502027567888,0.001605252581550752,0.007784605440610582,191.53367591702698,22.345595523653145,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4293.phot.1.fits,
178,NGC4725,ok,15.671811837676035,15.63819321663884,306,5773,0.020374311356746323,0.0013447448414878336,0.01107231438182038,302.3828845900574,35.278003202173366,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4725.phot.1.fits,
179,NGC4450,ok,15.720544190262649,15.688930356037018,63,1381,0.015794409625325953,0.0012645533690252525,0.012265577418505168,167.3031551499683,12.760736821121597,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4450.phot.1.fits,
180,NGC1097,ok,16.72021872628182,16.678141286506925,437,9884,0.030185129761853863,0.0016830975909959234,0.01011760335663265,323.9695042699654,26.89482740411838,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1097.phot.1.fits,
181,NGC1559,ok,17.33449413789175,17.2414110633321,138,5045,0.09759730712682814,0.0037233229823859,0.006921406946915652,128.38199831081113,5.2359076699600156,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1559.phot.1.fits,
182,NGC7582,ok,18.250973167580213,18.20641525789187,303,6634,0.017583058349567315,0.001782316387533759,0.01187047811400808,347.5121587943985,23.84666595458984,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7582.phot.1.fits,
