rank,name,catalogue,candidate_rank,x,y,score,peak
76,NGC1291,2MASS,14,896.8387911374568,897.0753400020351,0.15176145045239378,113.91840820451999
76,NGC1291,weak_Gaia,1,586.3115109306111,817.4120909486419,0.45629395226934055,54.74975812316668
76,NGC1291,weak_Gaia,2,1010.6211249400477,727.3293173291149,0.36828512346722275,97.32672508837528
76,NGC1291,weak_Gaia,3,618.7330385757485,932.4437134476091,0.3667905159613164,128.28390848773313
76,NGC1291,weak_Gaia,4,662.5243684965707,953.703657366061,0.31830226554454955,133.4261053349817
76,NGC1291,weak_Gaia,5,982.5466839033722,1004.4632473023407,0.31433854908615894,44.81360075472495
76,NGC1291,weak_Gaia,6,1046.2960515534178,888.0201742406715,0.29940613204500605,143.22995371877025
76,NGC1291,weak_Gaia,7,1041.7927175534235,847.1057833474653,0.2913021235359539,53.200132198612025
76,NGC1291,weak_Gaia,8,831.364806729952,1038.7996639133503,0.27781011658610494,73.3421200204838
76,NGC1291,weak_Gaia,9,697.5954568976683,963.0413559651644,0.2762853701612323,90.08472585870939
76,NGC1291,weak_Gaia,10,795.9778771534707,985.4848102106199,0.2757157545177721,6955.617702679722
76,NGC1291,weak_Gaia,11,640.2636637138689,896.2200169800097,0.26499005805911335,574.3616693433663
76,NGC1291,weak_Gaia,12,929.189807196261,961.3181160726123,0.2550258998394387,159.63474822066752
76,NGC1291,weak_Gaia,13,902.884972262877,728.4658477373645,0.2385879668456614,98.33406673552892
76,NGC1291,weak_Gaia,14,703.7574985238083,775.0364040870511,0.2239133489128018,125.96484755205383
76,NGC1291,weak_Gaia,15,787.9926217329125,794.3211779555584,0.20376012723542147,468.278043118304
76,NGC1291,weak_Gaia,16,786.217797086469,770.0097769499927,0.19522114112569788,296.4844887534207
76,NGC1291,weak_Gaia,17,896.965195028183,896.6939431788544,0.18211374054287255,113.91840820451999
